name,type,latitude,longitude
Unknown,park,33.580894,-112.1473018
Cave Creek Park - Cholla,park,33.5892122,-112.1134169
Cave Creek Park - Cactus,park,33.5982788,-112.1112774
Cave Creek Park - Thunderbird,park,33.6091163,-112.1087411
John Jacobs Elementary School,school,33.6173354,-112.1091445
Unknown,park,33.7568952,-111.9662927
Unknown,park,33.7592015,-111.966165
Unknown,park,33.4240227,-112.2877536
Unknown,park,33.4272716,-112.2864755
Unknown,park,33.4229489,-112.2778493
Unknown,park,33.4311397,-112.2868479
Tutor Time,kindergarten,33.4643261,-112.0646504
Moon Valley High School,school,33.5945315,-112.1367785
Cactus Park,park,33.5945515,-112.1407958
Yenat Enjera Ethiopian Market & Grocery,supermarket,33.4659829,-112.0486728
Matthew Henson Park,park,33.4394508,-112.0841899
Surrey Park,park,33.6063244,-112.1421196
Chaparral Elementary School,school,33.6080655,-112.1408309
Unknown,park,33.5986433,-112.1500178
Unknown,park,33.5970449,-112.1492482
Acoma Park,park,33.6168159,-112.1421429
Westown Park,park,33.6010834,-112.1288925
Walmart Supercenter,supermarket,33.6371709,-112.09814
Safeway,supermarket,33.4662074,-112.0674577
Unknown,park,33.6003593,-111.9872771
Unknown,park,33.601556,-111.9795852
Fry's Food and Drug,supermarket,33.4817943,-112.016559
Food City,supermarket,33.4669684,-112.0366541
Walmart Supercenter,supermarket,33.4967974,-112.1728137
Smart & Final,supermarket,33.4641825,-112.1527388
Unknown,park,33.4738854,-112.2586469
Sonoran Sky Elementary School,school,33.5164725,-112.2789798
Santa Maria Park,park,33.4174544,-112.2110923
Unknown,park,33.4708882,-112.2270001
Unknown,park,33.4687422,-112.2254269
Willow Park,park,33.4534264,-112.1196415
Unknown,park,33.4471361,-112.1137375
Fry's Mercado,supermarket,33.4677424,-112.1506888
Tovrea Castle Historic Area,park,33.4486661,-111.9720119
Walmart Supercenter,supermarket,33.4787171,-112.0010092
Country Gables Park,park,33.620995,-112.1277936
Desert Sky Middle School,school,33.6481858,-112.1712523
Deer Valley High School,school,33.6526051,-112.172208
Unknown,park,33.4725025,-112.0731073
Viad Park,park,33.4687701,-112.0757215
Viad Park,park,33.468775,-112.0747506
Richard and Annette Bloch Cancer Survivors Park,park,33.4648274,-112.0725479
Safeway,supermarket,33.3478691,-111.9818762
Safeway,supermarket,33.6417864,-112.0671593
Walmart Supercenter,supermarket,33.5267786,-112.1326431
Fry's Food and Drug,supermarket,33.4241372,-112.2403762
Unknown,park,33.4213119,-112.2450233
Unknown,park,33.4152704,-112.2453189
Unknown,park,33.4197468,-112.2421648
Unknown,park,33.4176446,-112.2466096
Unknown,park,33.4159251,-112.2465643
Unknown,park,33.4162913,-112.2391162
Unknown,park,33.4158338,-112.2397133
Unknown,park,33.4157182,-112.2433005
Unknown,park,33.4173703,-112.2412566
Walmart Supercenter,supermarket,33.4203434,-112.2231143
Unknown,park,33.4272113,-112.252297
Unknown,park,33.4229409,-112.2511716
Unknown,park,33.4268674,-112.246526
Unknown,park,33.4208172,-112.2425228
Unknown,park,33.4254623,-112.246364
Unknown,park,33.4262368,-112.2497017
Unknown,park,33.4253788,-112.2526484
Unknown,park,33.4230053,-112.2492109
Unknown,park,33.4237464,-112.2492755
Unknown,park,33.4219302,-112.2436
Dos Rios Elementary School,school,33.4278535,-112.2482226
Unknown,park,33.421835,-112.2537631
Tuscano Elementary School,school,33.4146352,-112.2317846
Unknown,park,33.4274225,-112.2434401
Unknown,park,33.4251488,-112.2334341
Unknown,park,33.4206808,-112.2337642
Unknown,park,33.4210377,-112.2302906
Unknown,park,33.4270607,-112.240413
Unknown,park,33.4265956,-112.2371088
Unknown,park,33.4183512,-112.2361045
Unknown,park,33.4185718,-112.2316639
Unknown,park,33.4249272,-112.2359221
Santa Maria Middle School,school,33.424884,-112.2157727
Sun Canyon School,school,33.4313619,-112.235161
Unknown,park,33.425582,-112.2415183
Unknown,park,33.4229238,-112.2530867
Hurley Ranch Elementary School,school,33.4127521,-112.2529473
Unknown,park,33.4186752,-112.2496052
Unknown,park,33.4173033,-112.2511958
Unknown,park,33.5040147,-112.211618
Sunset Basin Park,park,33.4932264,-112.1968314
Unknown,park,33.4252301,-112.2380892
Unknown,park,33.4110084,-112.2244752
Unknown,park,33.3755344,-112.1706677
Falcon Park,park,33.4598256,-112.1330894
Maryvale Park,park,33.5011037,-112.1707421
Desert Sands Junior High School,school,33.5028854,-112.1964517
Cesar Chavez Park,park,33.3728037,-112.141275
Vista Del Sur Accelerated Academy,school,33.3708928,-112.1447463
Sunset School,school,33.4885406,-112.2007945
Unknown,school,33.5013023,-112.1760324
Unknown,school,33.4987694,-112.1717981
JB Sutton Elementary School,school,33.4600581,-112.1247777
Isaac Preschool,school,33.4646951,-112.1262043
Natural Grocers,supermarket,33.494502,-112.0830427
BASIS Phoenix Central,school,33.4917921,-112.0711379
Unknown,park,33.4248936,-112.2818881
Unknown,park,33.4246563,-112.2804589
Unknown,park,33.4246226,-112.2780313
Unknown,park,33.4266571,-112.2767166
Unknown,park,33.4259463,-112.2777713
Morris K Udall Middle School,school,33.4576131,-112.1399564
Alta E Butler Elementary School,school,33.4577219,-112.1420361
Unknown,park,33.3814707,-112.1269558
Unknown,park,33.3755758,-112.0121245
Unknown,park,33.3751398,-112.0254526
Hermoso Park,park,33.3950638,-112.0384557
Copper Leaf Park Three,park,33.3949665,-112.03237
Copper Leaf Park Two,park,33.3984587,-112.0322916
Copper Leaf Park One,park,33.3981143,-112.0348945
South Mountain High School,school,33.3977404,-112.061338
Highline Park,park,33.3703325,-112.0552069
Ma-Ha Tuak Park,park,33.356977,-112.0843452
Cheatham Elementary School,school,33.3690217,-112.1598012
Unknown,park,33.3751438,-112.1741679
Francisco Highland Park,park,33.3717188,-112.0241009
Cloves C Campbell Sr Elementary School,school,33.3718138,-112.0259449
Lindo Park,park,33.3991493,-112.1054345
El Prado Park,park,33.3868245,-112.1013344
Unknown,park,33.3873646,-112.0975257
Ignacio Conchos School,school,33.3860423,-112.0960793
Unknown,park,33.3835724,-112.0892658
V H Lassen Junior High School,school,33.3835609,-112.0852048
Unknown,park,33.3842011,-112.0830154
Roesley Park,park,33.400754,-112.0899696
CJ Jorgenson School,school,33.3981281,-112.095636
Hayden Park,park,33.4053249,-112.0793674
Nueve Park,park,33.4049798,-112.0590848
Rose Linda School,school,33.403907,-112.0577521
Manzanita Park,park,33.3975944,-112.1272235
Unknown,park,33.3946336,-112.1209971
Unknown,park,33.3935355,-112.1191773
Unknown,park,33.3970535,-112.119424
Unknown,park,33.3939134,-112.1235511
Unknown,park,33.3957939,-112.119475
Trailside Point Park,park,33.3851898,-112.2128342
Trailside Point Elementary School,school,33.3843633,-112.2145809
Unknown,park,33.3884873,-112.1560058
Unknown,park,33.3830284,-112.1653375
Unknown,park,33.3743115,-112.196965
Unknown,park,33.3811165,-112.148765
Unknown,park,33.3860807,-112.1463911
Unknown,park,33.3839043,-112.144613
Unknown,park,33.381158,-112.1449548
Unknown,park,33.3839267,-112.1487337
Unknown,park,33.3787693,-112.1446715
Betty Fairfax High School,school,33.3730158,-112.1825738
Laveen Village Park,park,33.3845996,-112.1276941
Playa Margarita Park,park,33.3987444,-112.1366268
Margaret T. Hance Park,park,33.4614177,-112.074925
Kenilworth School,school,33.4622188,-112.081068
Walmart Supercenter,supermarket,33.4709247,-112.2235113
Safeway,supermarket,33.3762748,-112.1661949
Unknown,park,33.465449,-112.1349105
Hopi Elementary School,school,33.4970973,-111.9698682
Sunburst School,school,33.6150058,-112.1619769
Esteban Park,park,33.3980759,-112.0076889
Sunburst Paradise Park,park,33.6333323,-112.1584295
Unknown,park,33.6357341,-112.1545526
Acacia Park,park,33.6156463,-112.1214498
Unknown,park,33.6127242,-112.1232849
Desert Foothills Jr High School,school,33.6193691,-112.1305265
Keystone Montessori Charter School,school,33.2954332,-112.0607576
Kyrene de la Sierra School,school,33.2966137,-112.0581162
Safeway,supermarket,33.7578923,-111.9918188
Unknown,park,33.5060275,-112.2601505
Unknown,park,33.5057082,-112.2635188
Unknown,park,33.7429122,-112.1286573
Unknown,park,33.7448836,-112.1145985
Stetson Valley Park,park,33.7251913,-112.1711313
Jokake Grounds,park,33.5041597,-111.9513243
West Lawn,park,33.5069479,-111.9500239
East Lawn,park,33.5072085,-111.9491579
Greentrails (private),park,33.6344288,-112.0599145
Greentrails (private),park,33.6359868,-112.0595598
Adobe Mountain School,prison,33.7026359,-112.118867
Black Canyon School,prison,33.7071871,-112.1192776
Unknown,park,33.6741858,-112.0637433
Unknown,park,33.6406128,-112.1628368
Unknown,park,33.6410581,-112.1655844
Unknown,park,33.6406523,-112.1600437
Unknown,park,33.6459308,-112.154378
Adobe Dam Model Airport,park,33.6847488,-112.149634
Adobe Dam Regional Park,park,33.6855063,-112.1523083
Adobe Mountain Desert Railway Park,park,33.6938173,-112.1561167
Arizona Karting Association,park,33.6876773,-112.1582375
Fort Adobe Paintball Complex,park,33.6828402,-112.1619754
Phoenix Kart Racing Association,park,33.6901637,-112.1567722
Moon Valley Park,park,33.6275794,-112.0806074
Unknown,park,33.7157999,-112.1482156
Unknown,school,33.7176223,-112.1504666
Unknown,park,33.7155488,-112.1507919
Stetson Hills Park,park,33.7192196,-112.1505547
Kyrene Centennial Middle School,school,33.3218873,-112.0074805
Unknown,park,33.46971,-112.2281174
Unknown,park,33.3955773,-112.1311455
Unknown,park,33.6401175,-112.1603361
Unknown,park,33.6411118,-112.1679953
Unknown,park,33.6425049,-112.154112
Unknown,park,33.6443201,-112.1535578
Unknown,park,33.6419558,-112.1547096
Unknown,park,33.6415246,-112.1534319
Unknown,park,33.6439935,-112.1521576
Unknown,park,33.6448822,-112.1523783
Unknown,park,33.6449244,-112.1531512
Unknown,park,33.6512705,-112.1598043
Phoenix Memorial Center,hospital,33.4356281,-112.0814908
Vista Canyon Park,park,33.2992251,-112.0208899
Unknown,park,33.293413,-112.0412722
Unknown,park,33.2987102,-112.0469432
Kyrene de los Cerritos Elementary / Altadena Middle School,school,33.3130463,-112.0578437
Pecos Park,park,33.2921999,-111.9802035
Unknown,park,33.2935095,-112.0948438
Unknown,park,33.2994907,-112.096647
Desert Foothills Park,park,33.3054502,-112.0591442
Unknown,park,33.313089,-112.0138525
Unknown,park,33.3021111,-112.0282932
Ashurst Drive Park,park,33.2933214,-112.0702733
Unknown,park,33.306545,-112.0417837
Kyrene de los Lagos School,school,33.2926359,-112.0074947
S'edav Va'aki Museum,park,33.4460315,-111.9841436
Fry's Marketplace,supermarket,33.6382256,-112.1199299
Unknown,park,33.3000035,-111.9825688
Unknown,park,33.3070618,-111.9893703
Unknown,park,33.300424,-111.9878758
Unknown,park,33.2990829,-111.9867708
Unknown,park,33.2963036,-111.9812675
Fry's Food and Drug,supermarket,33.5113516,-112.0854782
Desert Broom Park,park,33.7517675,-111.9932399
Green Valley Park,park,33.4265453,-112.0510785
Arizona Highway Patrol - Knutson Station,police,33.423802,-112.0484171
Amigos Foods,supermarket,33.4080774,-111.9872308
Central Park,park,33.4385884,-112.0718499
Dignity Health St Joseph's Hospital and Medical Center,hospital,33.4821819,-112.0791749
Unknown,police,33.5305415,-112.0369735
Washington Park,park,33.5323144,-112.106111
Western Star Park,park,33.3535426,-111.9871055
Unknown,park,33.3134373,-111.9814216
Unknown,school,33.4892388,-112.0904279
Unknown,school,33.4892106,-112.0893873
Unknown,school,33.4893762,-112.0887182
Unknown,school,33.4890767,-112.0886984
Unknown,school,33.488909,-112.0886279
Unknown,school,33.4888219,-112.0908347
Unknown,school,33.4887725,-112.0901291
Unknown,school,33.4887729,-112.0895013
Encanto School Field,park,33.488188,-112.0897221
Ray's,supermarket,42.2791165,-122.8224815
Blue Heron Park,park,42.2721471,-122.8091791
Encanto School,school,33.4886885,-112.0898767
Clarendon School,school,33.4896383,-112.0880614
Unknown,school,33.4907887,-112.0880293
Unknown,school,33.4905587,-112.0879204
Unknown,school,33.4903221,-112.0880797
Unknown,school,33.4902908,-112.0887133
Unknown,school,33.4902433,-112.0873765
Colver Road Park,park,42.264908,-122.8169999
Otto Caster park,park,42.2717566,-122.8196052
Unknown,school,33.5073439,-112.0883822
Unknown,school,33.5074798,-112.087802
Walmart Supercenter,supermarket,33.3905945,-112.1369155
Safeway,supermarket,33.3904371,-112.0494171
Unknown,park,33.3828164,-112.2111532
Granada Park,park,33.5328816,-112.0345042
Solano Park,park,33.518623,-112.0944611
Emerson Elementary School,school,33.4687987,-112.0621031
Franklin Police & Fire High School,school,33.464937,-112.0950702
Coronado Park,park,33.4682345,-112.0553203
Desert Vista Trailhead,park,33.7409448,-112.097647
Food City,supermarket,33.5400072,-112.1354354
Unknown,park,33.4264064,-112.0111914
Apache Wash Trailhead,park,33.766256,-112.0470272
Desert Willow Park,park,33.7646547,-111.9940175
Unknown,park,33.7284128,-112.0940502
Unknown,park,33.61218,-112.0720254
Unknown,park,33.6121574,-112.0676495
Unknown,park,33.6139691,-112.0676539
Unknown,park,33.6139409,-112.072034
Unknown,park,33.3860311,-112.1673
Albertsons,supermarket,33.5977945,-112.1671305
Sandpiper Park,park,33.6159224,-111.9387464
Kierland Park,park,33.6314932,-111.9396392
Desert Horizon Park,park,33.6311011,-111.9626505
Arizona Game and Fish Headquarters,park,33.7998683,-112.167426
Ben Avery Shooting Facility,park,33.8146554,-112.1533657
Maya High School,school,33.5398127,-112.1379351
Unknown,park,33.8672195,-112.1544092
John W. Teets Park,park,33.7215491,-111.987975
51st Avenue and Sweetwater Soccer Fields,park,33.6049316,-112.1641469
Telephone Pioneers Park,park,33.6492116,-112.1018391
Village Meadows School,school,33.6492615,-112.104111
Constitution School,school,33.6529306,-112.0927621
Ball Charter School at Hearn,school,33.6457103,-112.0836895
Moonlight Park,park,33.6343776,-112.0865919
Sprouts Farmers Market,supermarket,33.6392985,-112.0720351
WinCo Foods,supermarket,33.6415536,-112.0793542
Unknown,park,33.6365071,-112.0850177
Unknown,park,33.6347117,-112.08562
AJ's Fine Foods,supermarket,33.5105326,-111.9853871
Kachina Park,park,33.5027935,-111.9903353
Tavan Elementary,school,33.4893285,-111.9819993
Ingleside Middle School,school,33.4889632,-111.965056
Safeway,supermarket,33.4959936,-111.9792393
Tutor Time,kindergarten,33.4959045,-111.9798946
Pueblo Grande Museum and Archaeological Park,park,33.4420531,-111.9837473
Pueblo Grande Museum and Archaeological Park,park,33.4450913,-111.9855377
Mayo Clinic Hospital,hospital,33.6578544,-111.9546501
Madison Heights School,school,33.5410482,-112.0357298
Unknown,park,33.5603953,-112.0615575
Madison School Number One,school,33.5177034,-112.0460284
Cortez Park,park,33.5697304,-112.1323363
Rose Mofford Sports Complex,park,33.5767131,-112.1107865
Unknown,park,33.8688867,-112.1604619
Unknown,park,33.6460137,-111.979896
Washington High School,school,33.5367716,-112.1060882
Valencia Elementary,school,33.532174,-112.1398991
Alhambra Traditional School,school,33.4889351,-112.1394365
Unknown,school,33.5029803,-112.1270093
Unknown,school,33.5047549,-112.1277398
Simpson School,school,33.5158141,-112.1095773
Unknown,school,33.6518409,-112.0014542
Desert Horizon Precinct,police,33.6324463,-111.961738
Nineteenth Avenue Landfill,landfill,33.4111689,-112.0916909
Nineteenth Avenue Landfill,landfill,33.4170021,-112.0952963
El Rancho Market,supermarket,33.566049,-112.0980937
Skunk Creek Landfill,landfill,33.7120509,-112.1284661
Phoenix Elementary School,school,42.2727645,-122.8206228
Phoenix High School,school,42.2761023,-122.8242791
Adobe Mountain Park,park,33.6887934,-112.1315514
Cave Buttes Recreation Area,park,33.7360588,-112.0319159
Unknown,park,33.6374657,-112.0108817
Magnet Traditional School,school,33.4765934,-112.1091377
Bishop Alexis A. Thomas Park,park,33.4035475,-112.0399667
Unknown,park,33.3714517,-112.0983569
Fry's Food and Drug,supermarket,33.3795312,-112.0318148
Northpark Health & Rehabilitation,hospital,33.4690003,-112.2653724
Alta Vista School,school,33.5648262,-112.1267099
Safeway,supermarket,33.50762,-112.2357839
Unknown,school,33.5085584,-112.1631296
Legacy Traditional School - Laveen,school,33.3749534,-112.1530092
Unknown,park,33.4710995,-112.1587937
Sierra Linda High School,school,33.4176427,-112.2068735
Unknown,park,33.6341594,-111.973202
Grandvew (private),park,33.6325652,-111.9756943
University Park,park,33.452357,-112.0873969
Food City,supermarket,33.4811728,-112.2535372
Unknown,park,33.4795121,-112.1490002
Abrazo Central Campus,hospital,33.5250858,-112.1024357
Steele Indian School Park,park,33.4984458,-112.0703381
Longview Park,park,33.4939909,-112.0523392
Madison Park,park,33.499251,-112.0497587
Maricopa County Jail,prison,33.4262226,-112.1264986
Valleywise Behavioral Health Center Maryvale,hospital,33.5027969,-112.1706155
Maricopa County Sheriff's Office Headquarters,police,33.4454863,-112.0807798
Dynamite Park,park,33.7425967,-111.9829207
Unknown,school,33.77523,-112.1057237
Riverside Elementary School,school,33.4336839,-112.1706475
Unknown,school,33.5140728,-112.0930363
Unknown,school,33.6488737,-112.1442021
Sunrise Elementary School,school,33.6459172,-112.1267792
Pioneer Arizona History Museum,park,33.8188574,-112.1501036
Unknown,school,33.8171421,-112.1497069
Pierce Park,park,33.4710888,-111.9838234
Unknown,park,33.444746,-112.0721233
Monterey Park,park,33.473926,-112.0673791
Monterey Park School,school,33.4735282,-112.0689068
Hoshoni Park,park,33.561015,-112.1443168
Manzanita School,school,33.5596227,-112.1451117
Phoenix Day School for the Deaf,school,33.5494975,-112.1014371
HonorHealth John C. Lincoln Medical Center,hospital,33.5695945,-112.0700822
Phoenix Indian Medical Center,hospital,33.4965445,-112.0490894
College Medical Center Phoenix,hospital,33.4527472,-112.0428422
Arizona Community Protection & Treatment Center,hospital,33.4531167,-112.0275449
Vicki A Romero High School,school,33.4552725,-112.0166123
Wilson Elementary School,school,33.4542427,-112.0183496
Wilson Primary School,school,33.4531403,-112.0166065
Sweetwater Elementary,school,33.6044881,-112.1571006
Unknown,park,33.5022968,-112.1776173
Phoenix Children's Hospital,hospital,33.4788646,-112.0416287
Abrazo Arizona Heart Hospital,hospital,33.4813113,-112.0400221
Esperanza Elementary School,school,33.464709,-112.1249392
Imagine Desert West Middle School,school,33.4667682,-112.207301
Unknown,park,33.5042168,-112.2670742
Tomahawk School,school,33.4996977,-112.2274326
Holiday Park,park,33.5038114,-112.2043327
Holiday Park School,school,33.5006923,-112.2015123
Desert Sands Sixth Grade Center,school,33.5042885,-112.1964443
John Wesley Powell School,school,33.5031245,-112.1762854
Unknown,school,33.503111,-112.1617668
James W. Rice Primary School,school,33.5041345,-112.1586698
Pendergast Elementary School,school,33.4904339,-112.2574581
Banner Estrella Medical Center,hospital,33.4782323,-112.2575627
Desert Horizon Elementary School,school,33.4858243,-112.2438937
Pan American Charter School,school,33.4788441,-112.2400814
Carl T. Hayden Veterans Affairs Medical Center,hospital,33.4975758,-112.0671717
Valley Hospital,hospital,33.4828497,-112.0055991
Starlight Park,park,33.487985,-112.2282689
Starlight Park School,school,33.4885012,-112.2310318
Trevor Brown High School,school,33.4836819,-112.2183712
El Oso Park,park,33.4876907,-112.218336
Estrella Junior High School,school,33.4902442,-112.2183628
G Frank Davidson School,school,33.486239,-112.2107495
Clarendon Elementary School,school,33.4922496,-112.2003479
Maryvale High School,school,33.4894025,-112.1827473
Marivue Park,park,33.4859649,-112.1799495
Unknown,park,33.4867752,-112.1697858
Frank Borman Middle School,school,33.4901992,-112.1768819
Justine Spitalny School,school,33.4864466,-112.1570742
Glen L. Downs School,school,33.4904468,-112.1613845
Lela Alston Elementary School,school,33.488804,-112.1450036
Pueblo Del Sol Middle School,school,33.4895758,-112.141608
Robins Nest Child Care,kindergarten,33.4883062,-112.1348421
Sheely Farms Elementary School,school,33.4737323,-112.2633124
Unknown,park,33.4691793,-112.2609829
Desert Oasis Elementary School,school,33.4659099,-112.2487783
Desert Star Park,park,33.472745,-112.2448797
Unknown,school,33.4754033,-112.2405034
Manuel Pena Junior School,school,33.4759136,-112.2303108
Peralta School,school,33.4721186,-112.2139415
Desert West Park,park,33.4749738,-112.1975575
Cartwright School,school,33.4789125,-112.1850955
Sueno Park,park,33.4714082,-112.1539736
Vista College Prep - Maryvale,school,33.4664867,-112.1568549
Byron A Barry School,school,33.4751043,-112.1875246
Adam Diaz Park,park,33.4800487,-112.1480095
Phoenix Manor Dog Park,park,33.4794635,-112.148008
Isaac Middle School,school,33.4676446,-112.1333107
Bostrom High School,school,33.4888566,-112.1161641
Fry's Marketplace,supermarket,33.6385098,-112.0536552
Cementerio Lindo,grave_yard,33.4305796,-112.0926769
Cielito Park,park,33.5040456,-112.1312437
Unknown,school,33.5076005,-112.1407042
Unknown,school,33.5033458,-112.1243145
Montebello School,school,33.5216668,-112.1159767
AmeriSchools Academy,school,33.5089403,-112.0902549
Unknown,school,33.5089638,-112.0902505
Little Canyon Park,park,33.5157132,-112.1284515
Cordova Middle School,school,33.5192702,-112.1331104
Sevilla West School,school,33.5155976,-112.1440566
27th Avenue Landfill,landfill,33.4202753,-112.1248277
Catalina Ventura School,school,33.5301669,-112.1416402
La Pradera Park,park,33.5366278,-112.1450445
Ocotillo Elementary School,school,33.5339528,-112.1283526
John F. and Mary P. Long Homestead Park,park,33.5395364,-112.1148649
Tutor Time,kindergarten,33.6390603,-112.06168
Unknown,school,33.5504601,-112.1437447
Palo Verde Middle School,school,33.5470786,-112.1440708
Mariposa Park,park,33.5485849,-112.1278058
Banner University Medical Center Phoenix,hospital,33.4646612,-112.0585751
Valleywise Health Medical Center,hospital,33.4568706,-112.02697
Los Paseos Green Space,park,33.6700439,-112.0148737
Moonlight Shadows Neighborhood Park Space,park,33.671208,-112.0155292
Moonlight Shadows Neighborhood Green Space,park,33.6703266,-112.0176283
Winifred Green Park,park,33.5825749,-112.095539
Unknown,police,33.5307248,-112.0359255
Conocido Park,park,33.6320642,-112.1270393
Alicia Park,park,33.5627777,-112.1033132
Albertsons,supermarket,33.5544769,-112.0981766
Perry Park,park,33.4777187,-112.014033
Mountain View Community Center Park,park,33.6485247,-112.0597058
Fairway Crossings Greenspace,park,33.3039717,-112.0766412
Club West Community Park,park,33.2972181,-112.0887341
North Mountain Visitor's Center,park,33.5984241,-112.0663803
Las Brisas Park,park,33.7046818,-112.1865511
Unknown,park,33.5521771,-112.0729191
Still Standing Shade Stop,park,33.5538944,-112.0618669
Unknown,park,33.4816222,-112.2530083
United Cerebral Palsy of Central Arizona,school,33.695869,-112.0982291
Woodland Parkway,park,33.4511992,-112.0880995
Cameron Park,park,31.5808167,-97.1565029
Sereno Horse Arena,park,33.6052841,-111.959901
Dust Devil Park,park,33.5067157,-112.2888049
South Mountain Preserve - Telegraph Pass Entrance,park,33.3175656,-112.0665156
Unknown,park,33.4167538,-112.2767173
Unknown,park,33.4195862,-112.2761853
Grass Field,park,33.486912,-112.0880939
Fry's Food and Drug,supermarket,33.5979949,-112.1499937
Tawa Park,park,33.5038925,-112.0871819
Cactus Park Police Station,police,33.5968533,-112.1432478
Walmart Supercenter,supermarket,33.5218712,-112.0927482
Unknown,park,33.7343075,-112.110534
Unknown,park,33.3891413,-112.085766
Unknown,park,33.3907221,-112.138988
Palm Lane North School,school,33.4706778,-112.1965275
32nd Street Trailhead,park,33.5323166,-112.0123461
Unknown,park,33.292897,-112.0998526
Walmart Neighborhood Market,supermarket,33.6560713,-112.1503991
Summit School of Ahwatukee,school,33.3022189,-111.985933
St. John Bosco Catholic School,school,33.3009524,-111.9788354
Johnnie M. Lane Park and Playground,park,41.6124327,-87.6339246
Coolidge Middle School,school,41.6072314,-87.6261897
Townsend Park,park,33.4653005,-112.0668326
Unknown,park,33.3859239,-112.1310863
Unknown,park,33.3878865,-112.1322607
Unknown,park,33.3878315,-112.1290633
Unknown,park,33.3877089,-112.130861
Desert Mission Food Bank,supermarket,33.5705641,-112.0681292
Vista Verde Middle School,school,33.6496814,-112.0211134
Unknown,park,33.294368,-112.0365817
Unknown,park,33.3089962,-112.0291736
Unknown,park,33.3048584,-112.0215688
Unknown,park,33.3038052,-112.0215456
Unknown,park,33.305796,-112.0157014
Unknown,park,33.2983269,-112.0062142
Unknown,park,33.3028407,-112.0021151
Unknown,park,33.3316757,-111.9839715
Unknown,park,33.3199142,-112.0054913
Unknown,park,33.3121152,-112.02197
Papago Park - Tempe,park,33.4414179,-111.9374113
Unknown,park,33.4199486,-112.2141946
Unknown,park,33.2959082,-112.030899
Desert Storm Park,park,33.5138217,-112.0454952
Lincoln Learning Center,school,33.5688035,-112.0680913
Unknown,park,33.4207625,-112.2186943
Unknown,park,33.4200277,-112.2182835
Littleton Fine Arts Academy,school,33.4298316,-112.2821776
Kings Ridge Preparatory Academy,school,33.4149462,-112.2008188
Unknown,school,33.3565718,-112.1483521
Unknown,school,33.3568757,-112.1483523
Unknown,school,33.357259,-112.1492395
Unknown,school,33.3573873,-112.1492405
Unknown,school,33.3572573,-112.1488935
Unknown,school,33.3573928,-112.1489007
Unknown,school,33.3573839,-112.149678
Unknown,school,33.3572593,-112.149683
Unknown,park,33.3766519,-112.1119498
Phoenix Police Department - Central City Precinct Station,police,33.429227,-112.0491115
Learning Tree Plaza,park,33.4293078,-112.1017519
Jones Gordon School,school,33.5687229,-111.9766034
"Federal Correctional Institution, Phoenix",prison,33.8340872,-112.1684452
Hu-O-Te Park,park,33.4567164,-112.0867008
Ranch Circle Park,park,33.3233186,-111.9978297
Sun Ray Park,park,33.3184732,-111.997698
Unknown,park,33.318322,-111.9994028
East Kent Drive Park,park,33.3208031,-112.0029749
Unknown,park,33.3188193,-112.0000793
Unknown,park,33.2958189,-111.9872071
Unknown,park,33.3080466,-111.9983405
Unknown,park,33.3075274,-111.9988576
Ranch Circle Community Park,park,33.3089843,-111.9994071
Unknown,park,33.3166058,-111.9898456
Arizona General Hospital,hospital,33.380727,-112.1670006
The CORE Institute Specialty Hospital,hospital,33.5319953,-112.0988203
Walmart Supercenter,supermarket,33.5729295,-112.1217487
Desert Rose,park,33.4280684,-112.2034224
Unknown,park,33.4272822,-112.2011389
Unknown,park,33.4283326,-112.199908
Unknown,park,33.4259607,-112.2034942
Zen Garden,park,33.5051446,-112.0492916
Maricopa Institute of Technology,school,33.413318,-112.1801049
Turtle Rock Basin Park,park,33.6446278,-112.0590423
Sprouts Farmers Market,supermarket,33.4959744,-112.0198343
Lower Buckeye Jail,prison,33.4238963,-112.1301328
Unknown,prison,33.4283803,-112.1277947
Estrella Jail,prison,33.4284095,-112.1243075
Maricopa County-Intake Transfer & Release Facility,prison,33.4242747,-112.1216541
Unknown,park,33.3909754,-112.1299751
Runoff Park,park,33.311994,-111.9953919
Unknown,park,33.3938035,-112.0314974
Ed & Verma Pastor Elementary School,school,33.3872605,-112.1043669
Unknown,park,33.5012563,-112.3019871
Learning Center Playground,park,33.5539359,-112.0549189
Unknown,school,33.2937614,-112.0257716
Unknown,park,33.3114265,-111.9956957
Safeway,supermarket,33.6244174,-111.9789914
Unknown,park,33.6030019,-111.9855643
Townhomes on the Park,park,33.6037734,-111.9891277
Lone Mountain,park,33.7806632,-111.9528925
Unknown,park,33.6670302,-112.1114387
Unknown,park,33.6669152,-112.109044
Unknown,park,33.298246,-111.9810714
Unknown,park,33.2944376,-111.9853324
Eagle Preserve Gold Park,park,33.7402041,-112.1978647
Augustus H Shaw Junior School,school,33.4493805,-112.0534185
Waste Management - Lone Cactus Landfill,landfill,33.6757248,-112.0699573
Legacy Traditional Schools,school,33.5024703,-112.2701108
Stars Preparatory Academy,school,33.612151,-111.9654171
Smith Park,park,33.4414144,-112.146474
Pinnacle Park at Desert Peak,park,33.7027813,-112.0270462
Unknown,park,33.7071043,-112.0261536
Walmart Supercenter,supermarket,33.638482,-111.9818263
Saint John XXIII Catholic School Community,school,33.6345911,-111.950806
Country Club Oval Park,park,33.4784632,-112.0622771
